"","Ch1","Ch2","Ch3","Ch4","PredictedChoice","No"
"64",0.151550371774314,0.226593824235309,0.258931461282787,0.36292434270759,"4",64
"65",0.149765126468947,0.0677624331460322,0.569201299269331,0.21327114111569,"3",65
"66",0.067875749738852,0.273316624867832,0.262505797965203,0.396301827428113,"4",66
"67",0.70172312506263,0.0532417383608884,0.0336055215339333,0.211429615042548,"1",67
"68",0.452412058269766,0.183186005107563,0.192236962332539,0.172164974290132,"1",68
"69",0.0173998718990068,0.570526627164723,0.284617032056685,0.127456468879585,"2",69
"70",0.0889647965985927,0.19359583094226,0.33485410135811,0.382585271101038,"4",70
"71",0.229805744302343,0.384375264209008,0.166544645663679,0.21927434582497,"2",71
"72",0.0334581116617474,0.449304865535912,0.319114487561139,0.198122535241201,"2",72
"73",0.0592783802164302,0.279700774722179,0.319858429264093,0.341162415797298,"4",73
"74",0.257751333986509,0.29230795016819,0.0596557545209084,0.390284961324392,"4",74
"75",0.0363069468584925,0.102455981146961,0.608798149280461,0.252438922714086,"3",75
"76",0.252339513439786,0.0765708506978261,0.488185128238312,0.182904507624076,"3",76
"77",0.051133542442734,0.0558763196446692,0.270730193471447,0.62225994444115,"4",77
"78",0.201508569969858,0.0712823899249869,0.536187747076712,0.191021293028443,"3",78
"79",0.108876204209823,0.0878458344095738,0.360052838779196,0.443225122601408,"4",79
"80",0.274740477489873,0.116365513824452,0.0576867851156117,0.551207223570063,"4",80
"81",0.228636588347341,0.425491301545678,0.0653839120301584,0.280488198076823,"2",81
"82",0.0411961735168725,0.547599573523918,0.245649760175602,0.165554492783608,"2",82
"83",0.192145586692469,0.0214615161635567,0.572134255888989,0.214258641254986,"3",83
"84",0.0433056046602252,0.663194453030832,0.13421962423544,0.159280318073503,"2",84
"85",0.1932910013581,0.137072314625704,0.474949430080577,0.194687253935618,"3",85
"86",0.221852370224814,0.0898955451549428,0.17958538437872,0.508666700241523,"4",86
"87",0.160812823842112,0.0569623584557775,0.415886158710821,0.36633865899129,"3",87
"88",0.315684410348442,0.106704409418876,0.324412183726791,0.253198996505892,"3",88
"89",0.328139044940855,0.0831696440337441,0.0877860618187415,0.500905249206659,"4",89
"90",0.110968475173851,0.308177230166542,0.430519798160793,0.150334496498814,"3",90
"91",0.160504420704395,0.460123268145608,0.0637814170364601,0.315590894113537,"2",91
"92",0.146369128400159,0.234797403745642,0.0814991527043721,0.537334315149828,"4",92
"93",0.013719273451376,0.159270207682455,0.58612574588299,0.24088477298318,"3",93
"94",0.65641038991562,0.160886993891656,0.0588428571268712,0.123859759065852,"1",94
"95",0.430472964246857,0.0899561804772144,0.0951451909177495,0.384425664358179,"1",95
"96",0.337193989431635,0.0646876600166705,0.171449436060975,0.42666891449072,"4",96
"97",0.329001548601614,0.0899377068705777,0.118353899238278,0.462706845289531,"4",97
"98",0.150347894182142,0.0845253623661041,0.412661254514032,0.352465488937722,"3",98
"99",0.150779554985166,0.436282488107392,0.125590516876663,0.287347440030779,"2",99
"100",0.0470461210806119,0.19884305051,0.468150994918831,0.285959833490557,"3",100
"101",0.0725895601883845,0.279379035166451,0.178628459340168,0.469402945304996,"4",101
"102",0.140867880919316,0.189642460104851,0.252718330435488,0.416771328540346,"4",102
"103",0.349037246250202,0.0813001039588318,0.152837245564701,0.416825404226265,"4",103
"104",0.0502977002234293,0.367974375296889,0.361270443091759,0.220457481387922,"2",104
"105",0.395415948255015,0.0458433100709569,0.262459458165809,0.29628128350822,"1",105
"106",0.14883050771655,0.661905811125794,0.0547782258543512,0.134485455303304,"2",106
"107",0.201703941604475,0.217947180333938,0.131100736779687,0.4492481412819,"4",107
"108",0.0413732064442923,0.41164657594136,0.2297280541936,0.317252163420748,"2",108
"109",0.379325326381632,0.117300915780581,0.142601509103854,0.360772248733934,"1",109
"110",0.0649604588841562,0.0200467115709203,0.778983744680902,0.136009084864021,"3",110
"111",0.330869750682005,0.153577298931308,0.0540477340801597,0.461505216306527,"4",111
"112",0.10324729024749,0.276875750449544,0.355047056462762,0.264829902840204,"3",112
"113",0.422034850565436,0.0745367113264543,0.186688850944503,0.316739587163606,"1",113
"114",0.196120128498033,0.622098080034194,0.0269531370500564,0.154828654417716,"2",114
"115",0.0841015606923063,0.104928114416447,0.297054108444336,0.51391621644691,"4",115
"116",0.185561698936008,0.343986244122924,0.078673456772576,0.391778600168492,"4",116
"117",0.357009259029542,0.103795817069273,0.206786426929317,0.332408496971867,"1",117
"118",0.0446854775324988,0.40601243853281,0.213979091941582,0.335322991993109,"2",118
"119",0.681746300250984,0.125009741370953,0.0710284879566043,0.122215470421458,"1",119
"120",0.0956593635032038,0.131032026894697,0.657453025451896,0.115855584150203,"3",120
"121",0.190261043244001,0.251644199812466,0.105594841282288,0.452499915661244,"4",121
"122",0.14989588513461,0.282061936271194,0.31586255091402,0.252179627680176,"3",122
"123",0.181444289309547,0.514028322913791,0.0622408178761532,0.242286569900509,"2",123
"124",0.163825966577992,0.174423508116137,0.528543307727179,0.133207217578692,"3",124
"125",0.0680366305368096,0.326679475286708,0.111859863762248,0.493424030414234,"4",125
"126",0.189888880827369,0.243121611182063,0.190441544618308,0.376547963372259,"4",126
"127",0.337670601478724,0.180215833617895,0.2737643710302,0.208349193873182,"1",127
"128",0.194638219653187,0.442377523640084,0.0773394268502623,0.285644829856466,"2",128
"129",0.15420014309069,0.35149402074497,0.180690929982994,0.313614906181346,"2",129
"130",0.256821101840512,0.375391878727161,0.046382892386447,0.32140412704588,"2",130
"131",0.174597758696852,0.158873739140117,0.33029883759443,0.336229664568601,"4",131
"132",0.136555690283521,0.345165645078112,0.0953431587445559,0.422935505893811,"4",132
"133",0.0478559516749501,0.0390082001821038,0.708936341117709,0.204199507025237,"3",133
"134",0.574396867062225,0.0435456573519377,0.100947546409746,0.281109929176092,"1",134
"135",0.340788864933957,0.126339369640134,0.121687437953188,0.411184327472721,"4",135
"136",0.527249267593061,0.142119541760914,0.126142159893262,0.204489030752763,"1",136
"137",0.0564197328725235,0.175616858885368,0.266699228518183,0.501264179723926,"4",137
"138",0.678625070735345,0.0572313241903677,0.14401644811913,0.120127156955158,"1",138
"139",0.119604836591249,0.103255598719613,0.601142189839573,0.175997374849565,"3",139
"140",0.120510561882988,0.0507569121829409,0.507131519024053,0.321601006910018,"3",140
"141",0.0893883590607036,0.0455003354157796,0.416912688598621,0.448198616924896,"4",141
"142",0.0811493580119333,0.026699731576257,0.72036423116852,0.17178667924329,"3",142
"143",0.30370054383442,0.112581111074062,0.315612326900047,0.268106018191471,"3",143
"144",0.174708270353455,0.414622242179869,0.120336258217826,0.29033322924885,"2",144
"145",0.264644465467004,0.140722269543303,0.214002698692341,0.380630566297353,"4",145
"146",0.105475902393082,0.152045132304769,0.236638341012768,0.505840624289382,"4",146
"147",0.228805068977709,0.398729118114863,0.0664797940284439,0.305986018878983,"2",147
"148",0.301326067156107,0.248414187201595,0.198154852614882,0.252104893027417,"1",148
"149",0.0950879382808069,0.230274474635293,0.29473992789468,0.37989765918922,"4",149
"150",0.196076745341669,0.296015846709712,0.349753730881313,0.158153677067306,"3",150
"151",0.206729384341806,0.499788938158965,0.0326334740532122,0.260848203446016,"2",151
"152",0.114600266776711,0.18503890959239,0.35297292136621,0.347387902264689,"3",152
"153",0.212114637181793,0.212543105191336,0.12015907042286,0.455183187204011,"4",153
"154",0.164461680724578,0.193601318868974,0.36199875856344,0.279938241843008,"3",154
"155",0.164768199112005,0.301296203183444,0.36036598875637,0.17356960894818,"3",155
"156",0.0181074587459308,0.62176415278706,0.204192857424432,0.155935531042577,"2",156
"157",0.434920279039543,0.232391677639598,0.139720333658984,0.192967709661875,"1",157
"158",0.147497917125517,0.175083206722407,0.41321041387441,0.264208462277667,"3",158
"159",0.442217825149313,0.16245136458706,0.150540898079121,0.244789912184507,"1",159
"160",0.382072923613601,0.220892653545574,0.0439093992503325,0.353125023590493,"1",160
"161",0.147302698162562,0.734850626811206,0.0181909358959767,0.099655739130256,"2",161
"162",0.0545440764184696,0.583424155136793,0.107376846984928,0.254654921459809,"2",162
"163",0.402944330894538,0.053251802930294,0.168225516091927,0.375578350083241,"1",163
"164",0.396993345720256,0.15531049786554,0.111010977362785,0.336685179051418,"1",164
"165",0.0256258267752454,0.54485042090316,0.309261679946436,0.120262072375158,"2",165
"166",0.22839574744593,0.159323059675584,0.287578938258224,0.324702254620261,"4",166
"167",0.0433828920413874,0.639224904486536,0.141930459566285,0.175461743905792,"2",167
"168",0.101333807965705,0.350172277148475,0.248647609537638,0.299846305348182,"2",168
"169",0.623075185268781,0.148348732842524,0.0615067945577942,0.167069287330901,"1",169
"170",0.2101578592416,0.114028181075482,0.118989442192863,0.556824517490056,"4",170
"171",0.356880007846978,0.189090908769533,0.152419560098121,0.301609523285368,"1",171
"172",0.394263512456666,0.131825774677847,0.198387326942117,0.27552338592337,"1",172
"173",0.0513509524412155,0.678794524536863,0.101121397878715,0.168733125143206,"2",173
"174",0.0799435278892396,0.221958062807108,0.490448328615483,0.207650080688169,"3",174
"175",0.608352698038624,0.0644569896223368,0.09521097512437,0.23197933721467,"1",175
"176",0.216055767251393,0.257473477307079,0.162205765359661,0.364264990081866,"4",176
"177",0.224111048988654,0.0965057923267977,0.109236242112405,0.570146916572143,"4",177
"178",0.284528929565431,0.175076704731982,0.263105671417023,0.277288694285564,"1",178
"179",0.119794731594286,0.108275174497262,0.168996978535772,0.60293311537268,"4",179
"180",0.22641652049006,0.115616936882595,0.187406440128338,0.470560102499007,"4",180
"181",0.0672400435082675,0.0411389669981166,0.694674477000791,0.196946512492825,"3",181
"182",0.02970982546107,0.100675449320551,0.661747878666956,0.207866846551424,"3",182
"183",0.201631403603175,0.579036602064344,0.0653560041662323,0.153975990166249,"2",183
"184",0.0877358370191696,0.234247588327293,0.44919149791285,0.228825076740687,"3",184
"185",0.213015962970773,0.264860674595275,0.104098093612616,0.418025268821336,"4",185
"186",0.341472209825275,0.461840319831442,0.0233061181213717,0.173381352221912,"2",186
"187",0.643042428474935,0.107556987978513,0.118809352874783,0.130591230671768,"1",187
"188",0.197026566736059,0.322316527016163,0.277255180605268,0.20340172564251,"2",188
"189",0.348400184573614,0.0476688589542186,0.314425924473564,0.289505031998604,"1",189
"190",0.226699701383898,0.301370162103341,0.231099839959207,0.240830296553554,"2",190
"191",0.46136857367678,0.159379314131698,0.172228731186687,0.207023381004835,"1",191
"192",0.198443523777759,0.30302900491378,0.194338141237801,0.304189330070659,"4",192
"193",0.194377485875538,0.332369270462644,0.242717238492647,0.230536005169172,"2",193
"194",0.0769311976371522,0.520632738767642,0.122813704210035,0.279622359385171,"2",194
"195",0.280635878951034,0.251927847789196,0.21815024183018,0.249286031429589,"1",195
"196",0.21331484580843,0.398903668585351,0.0640211020569021,0.323760383549316,"2",196
"197",0.184551364924922,0.545077208700577,0.0855938820375638,0.184777544336938,"2",197
"198",0.105526114211596,0.607772163684954,0.0787040203606024,0.207997701742848,"2",198
"199",0.435354146569155,0.0902104494405806,0.230335759314765,0.2440996446755,"1",199
"200",0.0973275304339193,0.160598361822076,0.162508260231362,0.579565847512643,"4",200
"201",0.141771928132868,0.295479729336129,0.158673189862671,0.404075152668331,"4",201
"202",0.330255196303858,0.046618827280183,0.405347725018863,0.217778251397096,"3",202
"203",0.491629985212638,0.123440203240425,0.0409563744053267,0.34397343714161,"1",203
"204",0.22538477936581,0.0893286514208528,0.358614296986684,0.326672272226653,"3",204
"205",0.355618232070496,0.0541243812704038,0.399563692369492,0.190693694289609,"3",205
"206",0.272884611677639,0.0822966534024714,0.216353415713842,0.428465319206047,"4",206
"207",0.322017851797886,0.330970701664306,0.0638563767554429,0.283155069782365,"2",207
"208",0.099554559388158,0.482363882985757,0.133214021003838,0.284867536622248,"2",208
"209",0.393081811733433,0.0187586705050078,0.477876896256911,0.110282621504648,"3",209
"210",0.254844869209024,0.193673974437291,0.34463867165749,0.206842484696195,"3",210
"211",0.155092162935436,0.414548128601233,0.291068882585558,0.139290825877773,"2",211
"212",0.135796339453797,0.0699756770056002,0.67907628622298,0.115151697317623,"3",212
"213",0.0471762735861277,0.298416718988776,0.401339052862662,0.253067954562435,"3",213
"214",0.199063946683978,0.297240484105291,0.188355370123724,0.315340199087006,"4",214
"215",0.587593004968672,0.133081116011432,0.0796738888593906,0.199651990160505,"1",215
"216",0.106748114448694,0.0447711199937962,0.430324641332512,0.418156124224997,"3",216
"217",0.14438470004523,0.179213399470239,0.476587254977812,0.199814645506719,"3",217
"218",0.1746746346668,0.062924015419628,0.111248219135597,0.651153130777975,"4",218
"219",0.138091078471516,0.314543282834127,0.186994796302285,0.360370842392072,"4",219
"220",0.39014847698167,0.0865091546841865,0.105670093340084,0.41767227499406,"4",220
"221",0.147885214651056,0.106468733866153,0.588695689994593,0.156950361488198,"3",221
"222",0.204834607522629,0.0497980300241797,0.228248099873345,0.517119262579846,"4",222
"223",0.365432304776648,0.145268401082836,0.249527109430752,0.239772184709764,"1",223
"224",0.12971665253518,0.161459741317471,0.260133525646622,0.448690080500727,"4",224
"225",0.381175690795855,0.0804118038635451,0.130261995835874,0.408150509504726,"4",225
"226",0.059230488818389,0.239254814535377,0.237515539658981,0.463999156987253,"4",226
"227",0.142447695127049,0.417003519684689,0.0997386477849136,0.340810137403349,"2",227
"228",0.409511142716399,0.159228451278229,0.0891249847374798,0.342135421267892,"1",228
"229",0.0326115228590204,0.469243315857095,0.314764534946719,0.183380626337166,"2",229
"230",0.402610750799426,0.259113621761734,0.0588896501828847,0.279385977255955,"1",230
"231",0.363762777714416,0.165250435710717,0.136719474434049,0.334267312140818,"1",231
"232",0.435292296177109,0.179531169419611,0.0817638725880345,0.303412661815246,"1",232
"233",0.35050219025765,0.109482705584848,0.209369862093428,0.330645242064074,"1",233
"234",0.334043977536362,0.0767812323439206,0.200019151253179,0.389155638866538,"4",234
"235",0.423560490439135,0.100288713942381,0.0751598949903267,0.400990900628157,"1",235
"236",0.313598107285792,0.062911292421294,0.172111776360035,0.451378823932879,"4",236
"237",0.0683837877867198,0.152164035549868,0.115017745847462,0.66443443081595,"4",237
"238",0.0965878354039641,0.132187601129744,0.488177774876234,0.283046788590058,"3",238
"239",0.251005814233849,0.0401243435016371,0.50139593239252,0.207473909871993,"3",239
"240",0.165094585971785,0.308374271332187,0.103016920451399,0.42351422224463,"4",240
"241",0.150629161502336,0.0253507910895385,0.706782787956658,0.117237259451467,"3",241
"242",0.216879665417256,0.0691263957715033,0.299769922317048,0.414224016494192,"4",242
"243",0.167724103398369,0.423499262133879,0.128583228800103,0.280193405667649,"2",243
"244",0.087355062912929,0.0329863023113859,0.648244823544302,0.231413811231383,"3",244
"245",0.134409768381211,0.334550379256489,0.347196563192724,0.183843289169576,"3",245
"246",0.406590598027334,0.140642901602564,0.128489366087154,0.324277134282949,"1",246
"247",0.0233413268220868,0.71548511931369,0.113854146194593,0.147319407669631,"2",247
"248",0.266778886187761,0.0371368944587208,0.495506098452049,0.200578120901469,"3",248
"249",0.061418646246579,0.264674693590264,0.194412453253156,0.479494206910002,"4",249
"250",0.0512275281842288,0.133291897197786,0.631344895351573,0.184135679266413,"3",250
"251",0.500513468896545,0.228237710315668,0.0871848527105321,0.184063968077255,"1",251
"252",0.121653023956607,0.293448942812764,0.122488231735539,0.462409801495089,"4",252
"253",0.325972506562792,0.251521878223477,0.24237745231899,0.180128162894741,"1",253
"254",0.403007569522298,0.20576157051679,0.0542243873569457,0.337006472603966,"1",254
"255",0.0534052496039136,0.280865864396059,0.362509850520737,0.30321903547929,"3",255
"256",0.74163551497019,0.100626637715449,0.0219889067634673,0.135748940550894,"1",256
"257",0.140005400810912,0.0742219930915657,0.552431383531729,0.233341222565792,"3",257
"258",0.287874496443611,0.10036777539907,0.306655288282744,0.305102439874575,"3",258
"259",0.269283869671423,0.442959071597944,0.106596841718774,0.181160217011859,"2",259
"260",0.102014840855267,0.0998586502051977,0.162782720366915,0.635343788572621,"4",260
"261",0.354058757093641,0.143340741993444,0.161772464645775,0.34082803626714,"1",261
"262",0.0387552527624958,0.276163994980416,0.382647380681219,0.302433371575869,"3",262
"263",0.0622907031217617,0.366977259816124,0.242982961149335,0.327749075912779,"2",263
"264",0.233316908102297,0.125231902480994,0.19431311776378,0.447138071652928,"4",264
"265",0.189867117393027,0.196354414221475,0.0924569785747862,0.521321489810712,"4",265
"266",0.0719341365162889,0.248287175995061,0.440399564554415,0.239379122934235,"3",266
"267",0.0695164433492303,0.180248573209583,0.499144739320384,0.251090244120803,"3",267
"268",0.355966025658129,0.423906895316877,0.0522450656577015,0.167882013367292,"2",268
"269",0.154298172777054,0.658909827917935,0.0870861868947083,0.0997058124103024,"2",269
"270",0.223122920933292,0.24529761337809,0.120831301470684,0.410748164217934,"4",270
"271",0.317730797310599,0.443105481986668,0.103041215237303,0.13612250546543,"2",271
"272",0.202199962739799,0.139019128614114,0.346860186364225,0.311920722281861,"3",272
"273",0.0976688903175948,0.297793148319295,0.301984340362143,0.302553621000967,"4",273
"274",0.0575173230850936,0.390027937535791,0.118609960162307,0.433844779216808,"4",274
"275",0.102696100048709,0.200270765053979,0.183726464793411,0.513306670103901,"4",275
"276",0.0795169000189047,0.723246234785052,0.0669084438401601,0.130328421355883,"2",276
"277",0.335451708344346,0.341161128646259,0.0687726625511569,0.254614500458238,"2",277
"278",0.0742824585290866,0.624291699171608,0.148192236365864,0.153233605933442,"2",278
"279",0.0272343292694114,0.707113657095735,0.0995056001436315,0.166146413491222,"2",279
"280",0.271966620367463,0.18730712788947,0.208422541331249,0.332303710411818,"4",280
"281",0.461631813623762,0.116483980878938,0.131675439142404,0.290208766354896,"1",281
"282",0.107276239111157,0.166547372533822,0.432209889578474,0.293966498776547,"3",282
"283",0.433503729060184,0.114198377404342,0.0416811669975713,0.410616726537902,"1",283
"284",0.377133517190244,0.146719374597013,0.302588033562723,0.17355907465002,"1",284
"285",0.253483726995417,0.0590990795659981,0.211052797666816,0.476364395771768,"4",285
"286",0.0649560065920329,0.56394235233914,0.0796353197422148,0.291466321326612,"2",286
"287",0.288741662452719,0.140734838751733,0.323303957681856,0.247219541113691,"3",287
"288",0.394757866606436,0.0807988949050114,0.301348498883697,0.223094739604855,"1",288
"289",0.341851075627748,0.123513160279728,0.0313170329836999,0.503318731108824,"4",289
"290",0.245383799083451,0.259229156146723,0.219456456954535,0.275930587815291,"4",290
"291",0.12207513935819,0.0420062663383871,0.540104551338556,0.295814042964867,"3",291
"292",0.278248622595064,0.35396276847979,0.113628955908708,0.254159653016439,"2",292
"293",0.327897864750281,0.155837761021756,0.151044484815657,0.365219889412306,"4",293
"294",0.375322694908407,0.137290120729335,0.0983569050168342,0.389030279345424,"4",294
"295",0.448309475123726,0.243289792595469,0.0739920885656674,0.234408643715137,"1",295
"296",0.18683766596197,0.491207774005579,0.0591372367499591,0.262817323282492,"2",296
"297",0.529068416286408,0.0615703516920163,0.131296361702998,0.278064870318578,"1",297
"298",0.547791950566099,0.0592003805063212,0.113325885254565,0.279681783673016,"1",298
"299",0.0959124158518817,0.578710862755144,0.141401138730464,0.18397558266251,"2",299
"300",0.10559768692084,0.595288062679534,0.0544078564771356,0.244706393922491,"2",300
"301",0.0320670801153941,0.259035782644876,0.553478903923589,0.155418233316141,"3",301
"302",0.0712662497718642,0.320529367608055,0.166121249426398,0.442083133193683,"4",302
"303",0.0515537851378628,0.628146595082481,0.126756928811016,0.193542690968641,"2",303
"304",0.310214260480791,0.129249345837339,0.221422184831106,0.339114208850764,"4",304
"305",0.255684173313846,0.262518062786275,0.205773251050678,0.276024512849201,"4",305
"306",0.0328008810948674,0.564603000680172,0.250904526011923,0.151691592213038,"2",306
"307",0.536093267784132,0.244508138695497,0.0970422323258343,0.122356361194538,"1",307
"308",0.298484060989401,0.246864523477144,0.0659580271510364,0.388693388382419,"4",308
"309",0.04974507181405,0.134964962477929,0.642853800400958,0.172436165307063,"3",309
"310",0.211883569095768,0.0812234941420837,0.589151715150951,0.117741221611197,"3",310
"311",0.791184311735597,0.0184826027180552,0.027197521330819,0.163135564215529,"1",311
"312",0.271714546509344,0.162283457836163,0.323418527817284,0.242583467837209,"3",312
"313",0.424732748753517,0.1355200388279,0.214309495532579,0.225437716886004,"1",313
"314",0.570161543311262,0.0530897279398816,0.183891196640753,0.192857532108104,"1",314
"315",0.150543817043557,0.34285893935261,0.132655106557743,0.37394213704609,"4",315
"316",0.27200584990284,0.338269656618288,0.136207591418992,0.253516902059879,"2",316
"317",0.533022460365919,0.294668622741585,0.0652009826882417,0.107107934204254,"1",317
"318",0.0435070793470413,0.64176196617363,0.102790672291154,0.211940282188174,"2",318
"319",0.0791782814308608,0.517665765760539,0.0965279696603429,0.306627983148257,"2",319
"320",0.063429933562305,0.432478581485149,0.312791572183999,0.191299912768547,"2",320
"321",0.216018216464365,0.113646383124101,0.28293934903882,0.387396051372715,"4",321
"322",0.528549374488567,0.0631306495610931,0.0616247901729297,0.34669518577741,"1",322
"323",0.244888327430679,0.0705551224798903,0.451705158735115,0.232851391354316,"3",323
"324",0.0564867642299759,0.343774682620696,0.326721456253607,0.273017096895721,"2",324
"325",0.234258950519275,0.160054752040553,0.465985163890158,0.139701133550014,"3",325
"326",0.205651782313277,0.34315706603714,0.304097972567625,0.147093179081958,"2",326
"327",0.548750075794623,0.0836758236668835,0.20075663554573,0.166817464992763,"1",327
"328",0.371523029515871,0.182297692991863,0.221113313214618,0.225065964277648,"1",328
"329",0.448173490372738,0.0480080334852823,0.229416961506832,0.274401514635147,"1",329
"330",0.0394118518861754,0.422891324422763,0.305677441067557,0.232019382623504,"2",330
"331",0.168707608532179,0.310525179374758,0.0491863670455715,0.471580845047491,"4",331
"332",0.354903667865241,0.082047253111468,0.204645259177718,0.358403819845573,"4",332
"333",0.500226391628025,0.244564604761712,0.0338320456757336,0.221376957934529,"1",333
"334",0.168424844303135,0.122126421418248,0.15601637835095,0.553432355927667,"4",334
"335",0.0381420251202228,0.132207550527007,0.496631971961105,0.333018452391666,"3",335
"336",0.0449746231553359,0.420981533197772,0.196945368079734,0.337098475567158,"2",336
"337",0.108425386260729,0.0299573682955375,0.708059417886326,0.153557827557407,"3",337
"338",0.0473061297009198,0.141943726900686,0.445405530578705,0.365344612819689,"3",338
"339",0.176428779606549,0.432461299420627,0.300354319884393,0.0907556010884312,"2",339
"340",0.0982346767343325,0.338135035578707,0.183508972536484,0.380121315150476,"4",340
"341",0.0952418887763494,0.111672104210699,0.109633106682904,0.683452900330048,"4",341
"342",0.139750352647912,0.217350650183719,0.462302927557944,0.180596069610424,"3",342
